Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
K41	M54.3	hernia	sciatica	3	0.001	0	0.6666666666666666	0	0.33940000000000003
K41	N13.9	hernia	obstructive uropathy	1	-0.001	0	0.6666666666666666	1	0.3365454545454546
K41	G83.81	hernia	brown-sequard syndrome	1	NA	0	0	1	0.2
K41	K56.609	hernia	intestinal obstruction	1	NA	0	0	1	0.2
K41	D61.9	hernia	aplastic anemia	1	-0.002	0	1.0	0	0.2
K41	Q53.9	hernia	cryptorchidism	1	0.0	0	0	0	0.1204
B76	D64.9	uncinariasis	anemia	1	-0.001	0	1.0	1	0.4
I80.0	I10	thrombophlebitis	hypertension	1	0.013	1	0.4785714285714286	0	0.3012
L93.0	H10	discoid lupus erythematosus	conjunctivitis	1	-0.001	0	1.0	1	0.4
L93.0	L85.8	discoid lupus erythematosus	cutaneous horns	1	0.004	0	0.0	0	0.13373333333333334
L93.0	M72.6	discoid lupus erythematosus	necrotizing fasciitis	1	0.0	0	0	0	0.0
I89.0	P78.3	lymphangiectasis	intractable diarrhea of infancy	1	NA	0	0	0	0.0
H80	H93.1	otospongiosis	tinnitus	1	0.018	1	0.9285714285714286	0	0.39980000000000004
H80	M24.6	otospongiosis	ankylosis	1	0.0	0	0	0	0.0
N70	N13.30	tubo-ovarian abscess	hydronephrosis	1	NA	0	0	1	0.2
N70	N16	tubo-ovarian abscess	pyelonephritis	1	0.0	0	0.0	1	0.2
C83.0	E85	splenic marginal zone lymphoma	amyloidosis	1	0.023	1	0.8888888888888888	0	0.39980000000000004
C83.0	C88.0	splenic marginal zone lymphoma	macroglobulinemia	1	0.177	1	0.6222222222222222	0	0.3672666666666667
N41.1	C61	chronic prostatitis	prostatic cancer	1	0.059	1	0.8451178451178452	0	0.39980000000000004
N41.1	N46	chronic prostatitis	male infertility	1	-0.001	0	0	0	0.0
M35	M81.0	systemic autoimmune diseases	osteoporosis	1	0.014	1	0.8888888888888888	0	0.39980000000000004
J02	H92.0	pharyngitis	otalgia	1	0.036	1	0.8648648648648649	0	0.39980000000000004
J02	J98.51	pharyngitis	mediastinitis	1	NA	0	0	0	0.0
J02	A48.3	pharyngitis	toxic shock syndrome	1	0.0	0	0	0	0.0
H00.1	H52.2	chalazion	astigmatism	1	0.004	0	0.8846153846153846	1	0.396892070030896
C83.3	G62.9	diffuse large b-cell lymphoma	neuropathy	1	0.019	1	0.8666666666666667	0	0.39215833333333333
C83.3	D76.1	diffuse large b-cell lymphoma	hemophagocytic syndrome	1	0.0	0	1.0	0	0.2
C83.3	K56.1	diffuse large b-cell lymphoma	intussusception	3	-0.001	0	0	0	0.2
K63.9	E87.2	intestinal disease	metabolic acidosis	1	0.013	1	0.8648648648648649	0	0.3876666666666667
K04.8	J32.0	radicular cyst	maxillary sinusitis	1	NA	0	0.875	1	0.38680000000000003
J64	I50.9	pneumoconiosis	congestive heart failure	1	0.012	1	0.8571428571428571	0	0.38540869565217395
C71	I67.9	malignant brain tumour	cerebrovascular disorders	1	0.004	1	0.8181818181818182	0	0.3729272727272728
C71	H81.9	malignant brain tumour	vestibular disease	1	0.0	0	1.0	0	0.2
K86.8	E13	pancreas disease	diabetes	1	0.023	1	0.7878787878787878	0	0.3706666666666667
K86.8	E10	pancreas disease	diabetes	1	0.031	1	0.5321100917431193	0	0.3222082191780822
K86.8	E11	pancreas disease	diabetes	1	0.029	1	0.4403183023872679	0	0.30100000000000005
K86.8	E08	pancreas disease	diabetes	1	NA	0	0	0	0.0
K86.8	E09	pancreas disease	diabetes	1	NA	0	0	0	0.0
K86.8	E12	pancreas disease	diabetes	1	0.0	0	0	0	0.0
Q25.0	I51.7	patent ductus arteriosus	cardiomegaly	1	0.01	1	0.8	0	0.3703632286995516
Q25.0	I10	patent ductus arteriosus	hypertension	1	0.003	0	0.6	1	0.3309018867924528
Q25.0	I27.20	patent ductus arteriosus	pulmonary hypertension	1	NA	0	0	1	0.2
Q25.0	I72	patent ductus arteriosus	aneurysms	1	0.0	0	1.0	0	0.2
Q25.0	J94.2	patent ductus arteriosus	hemothorax	1	0.0	0	0	0	0.0
Q25.0	I50.9	patent ductus arteriosus	congestive heart failure	1	0.0	0	0	0	0.0
Q25.0	I27.21	patent ductus arteriosus	secondary pulmonary arterial hypertension	1	NA	0	0	0	0.0
Q25.0	I50.81	patent ductus arteriosus	right heart failure	1	NA	0	0	0	0.0
C55	M54.3	uterine tumor	sciatica	1	-0.001	0	0.0	0	0.0
L71	L30.9	rosacea	dermatitis	1	0.012	1	0.7777777777777778	0	0.36478095238095243
L71	H54	rosacea	blindness	1	0.0	0	1.0	0	0.2
L71	H18.6	rosacea	keratoconus	1	0.0	0	0	0	0.0
D17.9	G62.9	lipoma	neuropathy	3	0.0	0	0.7777777777777778	0	0.3622000000000001
D17.9	K56.1	lipoma	intussusception	22	-0.001	0	0	0	0.2
D17.9	M54.1	lipoma	radiculopathy	1	0.003	0	0.6666666666666666	0	0.1998
D17.9	G56.0	lipoma	carpal tunnel syndrome	1	0.0	0	0.64	0	0.1998
D17.9	G56.3	lipoma	radial nerve lesion	1	0.0	0	0	0	0.1156
D17.9	G57.5	lipoma	tarsal tunnel syndrome	1	0.0	0	0	0	0.05
D17.9	G57.1	lipoma	meralgia paresthetica	1	0.0	0	0	0	0.0
D17.9	G54.0	lipoma	thoracic outlet syndrome	1	0.0	0	0	0	0.0
D17.9	G82.2	lipoma	paraplegia	1	-0.001	0	0	0	0.0
L57.0	L85.8	actinic keratosis	cutaneous horns	1	0.045	1	0.7102803738317757	0	0.35984444444444447
L40.5	E85	psoriatic arthritis	amyloidosis	2	0.004	0	0.75	0	0.35940000000000005
L40.5	M24.6	psoriatic arthritis	ankylosis	1	0.006	1	0	0	0.2752
L40.5	H02.1	psoriatic arthritis	ectropion	1	0.001	0	0.75	0	0.1998
L40.5	H16.42	psoriatic arthritis	pannus	1	NA	0	0	0	0.0
K76.3	E87.5	hepatic infarction	hyperkalemia	1	0.0	0	0.75	1	0.35615555555555556
D18.0	I26	hemangioma	pulmonary embolism	1	0.004	1	0.7241379310344828	0	0.3536
D18.0	D50	hemangioma	iron-deficiency anemia	1	0.012	1	0.6196581196581197	0	0.33413333333333334
D18.0	D64.9	hemangioma	anemia	1	0.011	1	0.6028880866425993	0	0.33333333333333337
D18.0	N19	hemangioma	renal failure	1	0.006	1	0.5	0	0.31701343012704175
D18.0	K56.1	hemangioma	intussusception	7	-0.001	0	0.5	0	0.3016
D18.0	G95.19	hemangioma	hematomyelia	3	NA	0	0	0	0.2
D18.0	G40.909	hemangioma	epilepsies	2	NA	0	0	0	0.2
D18.0	H11.3	hemangioma	subconjunctival hemorrhage	1	-0.001	0	1.0	0	0.2
D18.0	G50.0	hemangioma	trigeminal neuralgia	1	0.002	0	0.7	0	0.1998
D18.0	T79.A0	hemangioma	compartment syndrome	1	NA	0	0	0	0.0
D18.0	M48.061	hemangioma	spinal stenosis	1	NA	0	0	0	0.0
D18.0	H05.20	hemangioma	proptosis	1	NA	0	0	0	0.0
D75.1	D69.6	erythrocythemia	thrombocytopenia	1	0.013	1	0.7111111111111111	0	0.35105607476635514
D75.1	K55.3	erythrocythemia	necrotizing enterocolitis	2	NA	0	0	0	0.2
D75.1	I82.0	erythrocythemia	budd-chiari syndrome	1	0.0	0	0	1	0.2
D75.1	J81.1	erythrocythemia	pulmonary congestion	1	NA	0	0	0	0.0
D75.1	H34.23	erythrocythemia	branch retinal artery occlusion	1	NA	0	0	0	0.0
D75.1	I73.81	erythrocythemia	erythromelalgia	1	NA	0	0	0	0.0
D03	C44	bowen 's disease	sebaceous carcinoma	1	0.046	1	0.6616161616161617	0	0.3497409836065574
C44	H10.5	sebaceous carcinoma	blepharoconjunctivitis	1	0.001	0	1.0	0	0.2016
K58	K59.0	irritable bowel syndrome	constipation	1	0.07	1	0.6216082881105082	0	0.3450571428571429
K58	K59.09	irritable bowel syndrome	chronic constipation	1	NA	0	0	0	0.0
D04	C44	bowen 's disease	sebaceous carcinoma	1	0.108	1	0.5819277108433735	0	0.34505546218487393
N30	N32.89	cystitis	contracted bladder	1	NA	0	0	0	0.0998
D05	C44	bowen 's disease	sebaceous carcinoma	1	0.004	1	0.6736842105263158	0	0.3433052631578948
M48.8	M47	ossification of posterior longitudinal ligament	spondylosis	1	0.038	1	0.6363636363636364	0	0.34270526315789474
M48.8	G95.9	ossification of posterior longitudinal ligament	myelopathy	17	0.0	0	0	0	0.2
E13.8	E11	wfs1	diabetes	1	0.006	1	0.6666666666666666	0	0.34261538461538465
E13.8	E10	wfs1	diabetes	1	0.0	0	1.0	0	0.2
E13.8	E08	wfs1	diabetes	1	NA	0	0	0	0.0
E13.8	E09	wfs1	diabetes	1	NA	0	0	0	0.0
E13.8	E12	wfs1	diabetes	1	0.0	0	0	0	0.0
K11.2	N45.2	parotitis	orchitis	2	NA	0	0	0	0.2
K11.2	G54.0	parotitis	thoracic outlet syndrome	1	-0.001	0	0.3333333333333333	0	0.15980000000000003
F41.0	I10	panic disorder	hypertension	1	0.033	1	0.425512104283054	0	0.3008
D68.2	D69.9	deficiency of factor vii	hemorrhagic diathesis	3	0.0	0	0.0	0	0.2
D21	D64.9	myoma	anemia	3	0.001	0	0.6440677966101694	0	0.33453333333333335
D07	C44	bowen 's disease	sebaceous carcinoma	1	0.008	1	0.6352941176470588	0	0.33433333333333337
K21	D72.1	gastro-esophageal reflux disease	eosinophilia	1	0.004	1	0.6136363636363636	0	0.33353333333333335
K14.6	F41.9	glossodynia	anxiety disorder	1	0.005	1	0.6	0	0.33165
G61.0	I10	guillain-barre syndrome	hypertension	1	0.014	1	0.5819209039548022	0	0.3284
G61.0	G83.0	guillain-barre syndrome	diplegia	1	0.0	0	0	1	0.2
G61.0	I67.83	guillain-barre syndrome	posterior reversible encephalopathy syndrome	1	NA	0	0	1	0.2
D09	C44	bowen 's disease	sebaceous carcinoma	1	0.007	1	0.5869565217391305	0	0.32700952380952386
I77.3	I10	arterial fibromuscular dysplasia	hypertension	2	0.002	0	0.5833333333333334	0	0.3254
L98.0	D64.9	pyogenic granuloma	anemia	3	0.001	0	0.5806451612903226	0	0.3250769230769231
L98.0	K56.1	pyogenic granuloma	intussusception	1	-0.001	0	0	0	0.0
M35.1	J98.4	mixed connective tissue disease	lung disease	1	0.007	1	0.5	0	0.3170666666666667
M35.1	I73.0	mixed connective tissue disease	raynaud 's syndrome	1	0.063	1	0.41935483870967744	0	0.3012
D01	C44	bowen 's disease	sebaceous carcinoma	1	0.006	1	0.5	0	0.3168666666666667
E88.2	G56.0	lipomatosis	carpal tunnel syndrome	1	0.0	0	0.3333333333333333	1	0.29110909090909093
E88.2	K56.609	lipomatosis	intestinal obstruction	1	NA	0	0	1	0.2
E88.2	H05.20	lipomatosis	proptosis	1	NA	0	0	0	0.0
E88.2	G58.9	lipomatosis	mononeuropathy	1	0.0	0	0	0	0.0
E88.2	G50.0	lipomatosis	trigeminal neuralgia	1	0.0	0	0	0	0.0
E88.2	K56.1	lipomatosis	intussusception	1	0.0	0	0.0	0	0.0
D51	K14.0	vitamin b12 deficiency anemia	glossitis	1	0.005	1	0.5	0	0.3137384615384616
C90.2	E85	extraosseous plasmacytoma	amyloidosis	1	0.0	0	0.5	1	0.3046
C90.2	N13.9	extraosseous plasmacytoma	obstructive uropathy	1	0.0	0	0	1	0.2
C90.2	H35.82	extraosseous plasmacytoma	retinal ischemia	2	NA	0	0	0	0.2
M75.3	G56.0	calcific tendinitis	carpal tunnel syndrome	1	0.013	1	0.46875	0	0.3012
K50.0	N30	regional ileitis	cystitis	1	0.006	1	0.4375	0	0.30046666666666666
G70.9	J96.0	neuromuscular disease	acute respiratory failure	8	0.0	0	0.3333333333333333	0	0.2912352941176471
G70.9	I42	neuromuscular disease	cardiomyopathy	1	0.004	0	1.0	0	0.25797241379310343
G70.9	M21.37	neuromuscular disease	foot-drop	1	0.0	0	1.0	0	0.2
G70.9	M41.9	neuromuscular disease	scoliosis	1	0.0	0	1.0	0	0.2
K05.6	I26	periodontal disease	pulmonary embolism	4	-0.002	0	0.3333333333333333	0	0.28962677824267785
K05.6	G50.0	periodontal disease	trigeminal neuralgia	1	-0.001	0	1.0	0	0.2
K05.6	I70	periodontal disease	atheroma	1	0.003	0	0.6666666666666666	0	0.1998
K05.6	E85	periodontal disease	amyloidosis	1	0.0	0	0	0	0.0
K05.6	K06.01	periodontal disease	gingival recession	1	NA	0	0	0	0.0
E03.1	L68	congenital hypothyroidism	hypertrichosis	1	0.049	1	0.0	0	0.28553333333333336
E03.1	K56.609	congenital hypothyroidism	intestinal obstruction	1	NA	0	0	0	0.0
E03.1	N46	congenital hypothyroidism	male infertility	1	0.0	0	0	0	0.0
E03.1	I31.3	congenital hypothyroidism	pericardial effusion	1	0.0	0	0	0	0.0
E03.1	J98.4	congenital hypothyroidism	lung disease	1	0.0	0	0	0	0.0
L01.0	N08	impetigo	kidney disease	1	0.0	0	0.0	1	0.2
L01.0	A48.3	impetigo	toxic shock syndrome	1	0.0	0	0	0	0.0
A36	G62.9	diphtheria	neuropathy	1	0.017	1	0.0	0	0.2842
A36	L51	diphtheria	erythema multiforme	1	0.0	0	0	0	0.0
A36	G93.9	diphtheria	brain diseases	1	0.0	0	0	0	0.0
A36	M71.9	diphtheria	bursitis	1	0.0	0	0	0	0.0
A36	R73.9	diphtheria	hyperglycemia	1	0.0	0	0	0	0.0
M72.6	T79.A0	necrotizing fasciitis	compartment syndrome	1	NA	0	0	0	0.050800000000000005
M89.4	H02.4	pachydermoperiostosis	ptosis	2	0.0	0	0	0	0.2
M93.9	M54.1	osteochondrosis	radiculopathy	1	0.006	1	0.0	0	0.2726
I49.1	I44.3	atrial premature beats	atrioventricular block	1	0.005	0	1.0	0	0.26916
E78.6	I67.9	tangier disease	cerebrovascular disorders	1	0.005	0	1.0	0	0.2678666666666667
E78.6	N46	tangier disease	male infertility	1	0.0	0	0	0	0.0
A46	M70.4	erysipelas	prepatellar bursitis	1	0.004	0	1.0	0	0.26666666666666666
A46	K09.8	erysipelas	dermoid tumour	1	0.0	0	0	0	0.0
C83.7	H02.4	burkitt lymphoma	ptosis	1	0.004	0	1.0	0	0.2664666666666667
C83.7	K56.1	burkitt lymphoma	intussusception	7	0.0	0	0	0	0.2
C83.7	H47.1	burkitt lymphoma	papilledema	1	0.0	0	0	0	0.0
M94.0	G54.0	costochondritis	thoracic outlet syndrome	1	0.0	0	0.0	0	0.0
C62	N62	testicular tumor	gynecomastia	1	0.003	0	1.0	0	0.23333333333333334
C62	N13.30	testicular tumor	hydronephrosis	1	NA	0	0	1	0.2
C62	N48.3	testicular tumor	priapism	1	0.0	0	0	0	0.0
C62	M33	testicular tumor	dermatomyositis	1	0.0	0	0	0	0.0
M12.2	G56.0	pigmented villonodular synovitis	carpal tunnel syndrome	1	0.002	0	1.0	0	0.2026
M12.2	G62.9	pigmented villonodular synovitis	neuropathy	3	-0.001	0	0	0	0.2
M12.2	D17.9	pigmented villonodular synovitis	lipoma	1	0.0	0	0.0	0	0.0
Q75.0	I10	craniosynostosis	hypertension	1	0.001	0	1.0	0	0.20120000000000002
Q75.0	H05.20	craniosynostosis	proptosis	1	NA	0	0	1	0.2
Q75.0	Q02	craniosynostosis	microcephaly	1	0.0	0	0	0	0.0
Q75.0	H47.1	craniosynostosis	papilledema	1	0.0	0	0	0	0.0
E74.4	E87.20	pyruvate decarboxylase deficiency	lactic acidosis	5	NA	0	0	0	0.20120000000000002
E74.4	G31.82	pyruvate decarboxylase deficiency	leigh disease	1	NA	0	0	0	0.0
E87.20	I26	lactic acidosis	pulmonary embolism	1	NA	0	0	0	0.0
E80.21	A69.22	acute intermittent porphyria	polyneuropathy	2	NA	0	0	0	0.20120000000000002
E80.21	I67.83	acute intermittent porphyria	posterior reversible encephalopathy syndrome	1	NA	0	0	1	0.2
J05.10	J81	acute epiglottitis	pulmonary edema	1	NA	0	0	1	0.20120000000000002
J05.10	J96.0	acute epiglottitis	acute respiratory failure	1	NA	0	0	1	0.2
J05.10	M72.6	acute epiglottitis	necrotizing fasciitis	1	NA	0	0	0	0.0
H80.80	H90.5	otosclerosis	sensorineural hearing loss	10	NA	0	0	0	0.201
H80.80	H93.1	otosclerosis	tinnitus	2	NA	0	0	0	0.2
A87.2	N08	lymphocytic choriomeningitis	kidney disease	1	0.0	0	0	1	0.201
E74.29	H26	galactokinase deficiency	cataract	1	NA	0	0	1	0.201
E74.29	Q12.0	galactokinase deficiency	congenital cataract	1	NA	0	0	0	0.0
E74.29	H55.0	galactokinase deficiency	nystagmus	1	NA	0	0	0	0.0
Q44.2	K74.60	congenital biliary atresia	cirrhosis	33	NA	0	0	0	0.201
Q44.2	K76.6	congenital biliary atresia	portal hypertension	3	0.0	0	0	0	0.2
Q44.2	K83.1	congenital biliary atresia	cholestasis	4	0.0	0	0	0	0.2
Q44.2	K72.1	congenital biliary atresia	end-stage liver disease	7	0.0	0	0	0	0.2
Q44.2	P59.9	congenital biliary atresia	neonatal hyperbilirubinemia	1	NA	0	0	0	0.0
Q44.2	K74.5	congenital biliary atresia	primary biliary cirrhosis	1	0.0	0	0	0	0.0
Q44.2	K76.9	congenital biliary atresia	liver disease	1	0.0	0	0	0	0.0
Q44.2	I10	congenital biliary atresia	hypertension	1	-0.001	0	0	0	0.0
A18.2	K76.6	lymph node tuberculosis	portal hypertension	1	0.0	0	0	1	0.2008
A18.2	K83.1	lymph node tuberculosis	cholestasis	1	0.0	0	0	1	0.2
A18.2	J98.51	lymph node tuberculosis	mediastinitis	1	NA	0	0	1	0.2
A18.2	H15.03	lymph node tuberculosis	posterior scleritis	1	NA	0	0	1	0.2
M27.8	G95.9	osteophytes	myelopathy	4	NA	0	0	0	0.2008
M27.8	H54	osteophytes	blindness	3	NA	0	0	0	0.2
M27.8	M54.1	osteophytes	radiculopathy	3	NA	0	0	0	0.2
M27.8	I72	osteophytes	aneurysms	2	NA	0	0	0	0.2
M27.8	G62.9	osteophytes	neuropathy	3	NA	0	0	0	0.2
M27.8	M85.5	osteophytes	aneurysmal bone cyst	2	NA	0	0	0	0.2
M27.8	G54.0	osteophytes	thoracic outlet syndrome	2	NA	0	0	0	0.2
M27.8	H05.20	osteophytes	proptosis	1	NA	0	0	0	0.1
M27.8	N94.1	osteophytes	dyspareunia	1	NA	0	0	0	0.0
M27.8	H90.5	osteophytes	sensorineural hearing loss	1	NA	0	0	0	0.0
M27.8	M54.3	osteophytes	sciatica	1	NA	0	0	0	0.0
M27.8	G82.5	osteophytes	quadriplegia	1	NA	0	0	0	0.0
M27.8	G45.0	osteophytes	vertebro-basilar insufficiency	1	NA	0	0	0	0.0
M27.8	H02.4	osteophytes	ptosis	1	NA	0	0	0	0.0
M27.8	Q87.0	osteophytes	moebius syndrome	1	NA	0	0	0	0.0
B44.7	N19	disseminated aspergillosis	renal failure	1	0.0	0	0	1	0.2006
B44.7	K85.9	disseminated aspergillosis	pancreatitis	1	0.0	0	0	1	0.2
B44.7	H30.9	disseminated aspergillosis	chorioretinitis	1	0.0	0	0	0	0.0
B44.7	I33.9	disseminated aspergillosis	endocarditis	1	0.0	0	0	0	0.0
B44.7	I72	disseminated aspergillosis	aneurysms	1	0.0	0	0	0	0.0
E67.0	K74.60	hypervitaminosis a	cirrhosis	2	NA	0	0	0	0.20040000000000002
E67.0	M89.3	hypervitaminosis a	hyperostosis	2	0.0	0	0	0	0.2
E67.0	E83.52	hypervitaminosis a	hypercalcemia	2	NA	0	0	0	0.2
E67.0	G93.2	hypervitaminosis a	benign intracranial hypertension	3	0.0	0	0	0	0.2
E67.0	Q35	hypervitaminosis a	cleft palate	4	0.0	0	0	0	0.2
E67.0	G91	hypervitaminosis a	hydrocephalus	2	0.0	0	0	0	0.2
I27.82	I10	chronic pulmonary embolism	hypertension	1	NA	0	0	0	0.0004
N28.83	N16	nephroptosis	pyelonephritis	1	NA	0	0	1	0.20040000000000002
N28.83	I15.0	nephroptosis	renovascular hypertension	1	NA	0	0	0	0.0
H44.31	H40	chalcosis	glaucoma	2	NA	0	0	0	0.20040000000000002
K59.39	Q79.1	megacolon	eventration of diaphragm	1	NA	0	0	0	0.0
A30.5	E85	lepromatous leprosy	amyloidosis	2	NA	0	0	0	0.20040000000000002
M48.061	M54.1	spinal stenosis	radiculopathy	7	NA	0	0	0	0.20020000000000002
M48.061	G95.9	spinal stenosis	myelopathy	9	NA	0	0	0	0.2
M48.061	I73.9	spinal stenosis	intermittent claudication	13	NA	0	0	0	0.2
M48.061	M54.3	spinal stenosis	sciatica	2	NA	0	0	0	0.2
M48.061	M54.5	spinal stenosis	low back pain	6	NA	0	0	0	0.2
M48.061	G83.4	spinal stenosis	cauda equina syndrome	1	NA	0	0	0	0.0
M48.061	M21.37	spinal stenosis	foot-drop	1	NA	0	0	0	0.0
M48.061	G90.4	spinal stenosis	autonomic dysreflexia	1	NA	0	0	0	0.0
R82.992	N20	primary hyperoxaluria	urolithiasis	6	NA	0	0	0	0.2
R82.992	N21	primary hyperoxaluria	urolithiasis	3	NA	0	0	0	0.2
R82.992	N22	primary hyperoxaluria	urolithiasis	3	NA	0	0	0	0.2
R82.992	N23	primary hyperoxaluria	urolithiasis	3	NA	0	0	0	0.2
R82.992	N18.6	primary hyperoxaluria	end-stage renal disease	7	NA	0	0	0	0.2
R82.992	N19	primary hyperoxaluria	renal failure	11	NA	0	0	0	0.2
R82.992	E72.53	primary hyperoxaluria	oxaluria	5	NA	0	0	0	0.2
R82.992	N08	primary hyperoxaluria	kidney disease	3	NA	0	0	0	0.2
R82.992	N18.9	primary hyperoxaluria	chronic renal disease	1	NA	0	0	0	0.1129
R82.992	I42	primary hyperoxaluria	cardiomyopathy	1	NA	0	0	0	0.0
A28.1	L04	cat scratch fever	lymphadenitis	2	0.0	0	0	0	0.2
A28.1	H30.9	cat scratch fever	chorioretinitis	2	0.0	0	0	0	0.2
A28.1	G62.9	cat scratch fever	neuropathy	4	0.0	0	0.0	0	0.2
A28.1	H16	cat scratch fever	keratitis	2	0.0	0	0	0	0.2
A28.1	G93.9	cat scratch fever	brain diseases	1	0.0	0	0	0	0.0008
A28.1	H33.2	cat scratch fever	retinal detachment	1	0.0	0	0	0	0.0
H47.21	H54	primary optic atrophy	blindness	1	NA	0	0	1	0.2
M89.3	H05.20	hyperostosis	proptosis	1	NA	0	0	0	0.1
M89.3	Q75.3	hyperostosis	macrocephaly	1	NA	0	0	0	0.0
M89.3	G50.0	hyperostosis	trigeminal neuralgia	1	-0.001	0	0	0	0.0
B33.22	I50.9	viral myocarditis	congestive heart failure	6	NA	0	0	0	0.2
B33.22	I42.0	viral myocarditis	dilated cardiomyopathy	4	NA	0	0	0	0.2
B33.22	I42	viral myocarditis	cardiomyopathy	1	NA	0	0	1	0.2
B33.22	I25.3	viral myocarditis	ventricular aneurysm	1	NA	0	0	0	0.0002
H71.9	H83.1	cholesteatoma	labyrinthine fistula	16	NA	0	0	0	0.2
H71.9	H70.1	cholesteatoma	chronic mastoiditis	1	NA	0	0	1	0.2
H71.9	G50.0	cholesteatoma	trigeminal neuralgia	2	NA	0	0	0	0.2
H71.9	H66.9	cholesteatoma	otitis media	1	NA	0	0	1	0.2
H71.9	G03	cholesteatoma	meningitis	1	NA	0	0	1	0.2
H71.9	G51.0	cholesteatoma	facial paralysis	1	NA	0	0	0	0.0
H71.9	M72.9	cholesteatoma	fasciitis	1	NA	0	0	0	0.0
A71.1	H54	trachoma	blindness	33	0.0	0	0	0	0.2
E80.29	G62.9	hereditary coproporphyria	neuropathy	2	NA	0	0	0	0.2
Q14.2	H54	morning glory syndrome	blindness	1	NA	0	0	1	0.2
C58	J96.0	choriocarcinoma	acute respiratory failure	1	0.0	0	0	1	0.2
C58	I72	choriocarcinoma	aneurysms	2	0.0	0	0	0	0.2
C58	J80	choriocarcinoma	adult respiratory distress syndrome	1	0.0	0	0	1	0.2
C58	I10	choriocarcinoma	hypertension	1	-0.001	0	1.0	0	0.2
C58	J93.1	choriocarcinoma	pneumothorax	1	0.0	0	0	0	0.001
C58	E05.9	choriocarcinoma	hyperthyroidism	1	0.0	0	0	0	0.0
J84.117	J96.0	desquamative interstitial pneumonia	acute respiratory failure	1	NA	0	0	1	0.2
L70.1	E85	acne conglobata	amyloidosis	2	0.0	0	0	0	0.2
B44.81	I42	allergic bronchopulmonary aspergillosis	cardiomyopathy	1	NA	0	0	1	0.2
B44.81	J98.11	allergic bronchopulmonary aspergillosis	atelectasis	1	NA	0	0	1	0.2
B44.81	J47	allergic bronchopulmonary aspergillosis	bronchiectasis	1	NA	0	0	1	0.2
B44.81	J98.1	allergic bronchopulmonary aspergillosis	pulmonary collapse	1	NA	0	0	1	0.2
B44.81	J45	allergic bronchopulmonary aspergillosis	asthma	1	NA	0	0	0	0.0
O01	E05.9	hydatidiform mole	hyperthyroidism	7	0.0	0	0	0	0.2
O01	I26	hydatidiform mole	pulmonary embolism	1	-0.001	0	0	1	0.2
H66.0	G03	acute suppurative otitis media	meningitis	1	0.0	0	0	1	0.2
H66.0	G00.2	acute suppurative otitis media	streptococcal meningitis	1	0.0	0	0	0	0.0
D68.62	O14	lupus anticoagulant	pre-eclampsia	1	NA	0	0	1	0.2
D68.62	D69.9	lupus anticoagulant	hemorrhagic diathesis	1	NA	0	0	1	0.2
J82.82	J96.0	acute eosinophilic pneumonia	acute respiratory failure	2	NA	0	0	0	0.2
H31.21	H54	choroideremia	blindness	1	NA	0	0	1	0.2
H53.15	H54	metamorphopsia	blindness	1	NA	0	0	1	0.2
K74.69	K72.1	micronodular cirrhosis	end-stage liver disease	1	NA	0	0	1	0.2
K74.69	K76.7	micronodular cirrhosis	hepatorenal syndrome	1	NA	0	0	1	0.2
K74.69	K76.9	micronodular cirrhosis	liver disease	1	NA	0	0	1	0.2
Q43.1	K56.2	hirschsprung 's disease	volvulus	2	0.0	0	0	0	0.2
Q43.1	K56.609	hirschsprung 's disease	intestinal obstruction	1	NA	0	0	1	0.2
Q43.1	P78.3	hirschsprung 's disease	intractable diarrhea of infancy	1	NA	0	0	0	0.1008
Q43.1	K59.09	hirschsprung 's disease	chronic constipation	1	NA	0	0	0	0.0
B48.8	J96.0	adiaspiromycosis	acute respiratory failure	1	NA	0	0	1	0.2
E81	G62.9	metabolic disorders	neuropathy	2	NA	0	0	0	0.2
E81	N08	metabolic disorders	kidney disease	2	NA	0	0	0	0.2
E81	K76.9	metabolic disorders	liver disease	2	NA	0	0	0	0.2
E81	E72.20	metabolic disorders	hyperammonemia	2	NA	0	0	0	0.2
E81	I51.9	metabolic disorders	heart disease	1	NA	0	0	1	0.2
E81	G40.909	metabolic disorders	epilepsies	2	NA	0	0	0	0.2
E81	I42	metabolic disorders	cardiomyopathy	1	NA	0	0	0	0.0
E81	K83.1	metabolic disorders	cholestasis	1	NA	0	0	0	0.0
E81	H35.9	metabolic disorders	retinal diseases	1	NA	0	0	0	0.0
E81	E28	metabolic disorders	ovarian dysfunction	1	NA	0	0	0	0.0
E81	Q75.0	metabolic disorders	craniosynostosis	1	NA	0	0	0	0.0
E82	G62.9	metabolic disorders	neuropathy	2	NA	0	0	0	0.2
E82	N08	metabolic disorders	kidney disease	2	NA	0	0	0	0.2
E82	K76.9	metabolic disorders	liver disease	2	NA	0	0	0	0.2
E82	E72.20	metabolic disorders	hyperammonemia	2	NA	0	0	0	0.2
E82	I51.9	metabolic disorders	heart disease	1	NA	0	0	1	0.2
E82	G40.909	metabolic disorders	epilepsies	2	NA	0	0	0	0.2
E82	I42	metabolic disorders	cardiomyopathy	1	NA	0	0	0	0.0
E82	K83.1	metabolic disorders	cholestasis	1	NA	0	0	0	0.0
